N,seed,probe_idx,class,baseline_correct,a1_success,a1_retrieved,a1_pixel_i,a1_pixel_j,a1_pixel_val,a1_l2,a1_cosine_delta,a2_success,a2_retrieved,a2_pixel_i,a2_pixel_j,a2_channel,a2_pixel_val,a2_l2,a2_cosine_delta,b1_success,b1_retrieved,b2_success,b2_retrieved,cos_raw,cos_proc
100,45,68,Frog,1,0,68,24,17,1.0,0.9279,-0.004902,0,68,12,3,G,0.0,0.4328,-0.002237,0,21,0,21,0.82437,-0.00852
100,45,25,Bird,1,0,25,8,9,1.0,0.7879,-0.000499,0,25,8,9,G,1.0,0.4604,-0.000244,0,22,0,22,0.82437,-0.00852
100,45,33,Cat,1,0,33,3,23,0.0,0.752,-0.002103,0,33,3,23,G,0.0,0.4374,-0.000983,0,23,0,23,0.82437,-0.00852
100,45,23,Bird,1,0,23,18,27,0.0,0.8954,-0.00059,0,23,9,21,G,0.0,0.5064,-0.000239,0,24,0,24,0.82437,-0.00852
100,45,2,Airplane,1,0,2,10,24,1.0,0.7523,-0.003087,0,2,10,24,G,1.0,0.4397,-0.001546,0,25,0,25,0.82437,-0.00852
100,45,44,Deer,1,0,44,8,2,0.0,0.8662,-0.004388,0,44,8,2,G,0.0,0.4949,-0.00211,0,26,0,26,0.82437,-0.00852
100,45,59,Dog,1,0,59,5,16,0.0,0.928,-0.001675,0,59,5,16,G,0.0,0.5525,-0.00085,0,27,0,27,0.82437,-0.00852
100,45,84,Ship,1,0,84,12,4,1.0,0.9255,-0.001293,0,84,12,4,G,1.0,0.5433,-0.000648,0,28,0,28,0.82437,-0.00852
100,45,37,Cat,1,0,37,31,31,1.0,0.8784,-0.000524,0,37,31,31,G,1.0,0.5156,-0.000235,0,29,0,29,0.82437,-0.00852
100,45,40,Deer,1,0,40,13,0,0.0,0.889,-0.000727,0,40,13,0,G,0.0,0.5433,-0.000349,0,30,0,30,0.82437,-0.00852
100,45,27,Bird,1,0,27,9,25,1.0,0.8982,-0.000158,0,27,22,18,G,1.0,0.5617,-4e-05,0,31,0,31,0.82437,-0.00852
100,45,35,Cat,1,0,35,12,5,0.0,0.9027,-0.000968,0,35,12,5,G,0.0,0.5295,-0.000467,0,32,0,32,0.82437,-0.00852
100,45,48,Deer,1,0,48,7,5,0.0,0.7732,-0.000707,0,48,7,5,G,0.0,0.4351,-0.000322,0,33,0,33,0.82437,-0.00852
100,45,85,Ship,1,0,85,27,24,0.0,0.9566,-5.1e-05,0,85,27,24,G,0.0,0.5594,-1.8e-05,0,34,0,34,0.82437,-0.00852
100,45,21,Bird,1,0,21,31,22,0.0,0.8673,-0.002619,0,21,31,22,G,0.0,0.5064,-0.001368,0,35,0,35,0.82437,-0.00852
100,45,99,Truck,1,0,99,22,21,1.0,0.9253,-0.00156,0,99,22,21,G,1.0,0.5594,-0.000833,0,36,0,36,0.82437,-0.00852
100,45,56,Dog,1,0,56,14,17,1.0,0.9332,-0.001683,0,56,10,30,G,0.0,0.3936,-0.000792,0,37,0,37,0.82437,-0.00852
100,45,72,Horse,1,0,72,7,5,1.0,0.881,-0.00091,0,72,7,5,G,1.0,0.5179,-0.000494,0,38,0,38,0.82437,-0.00852
100,45,46,Deer,1,0,46,0,31,1.0,0.7549,-0.000119,0,46,12,18,G,0.0,0.4903,-3.8e-05,0,39,0,39,0.82437,-0.00852
100,45,0,Airplane,1,0,0,13,14,0.0,0.9288,-0.001794,0,0,13,14,G,0.0,0.5571,-0.000872,0,40,0,40,0.82437,-0.00852
100,45,8,Airplane,1,0,8,29,19,0.0,0.7369,-0.000369,0,8,30,20,G,0.0,0.4282,-0.000164,0,41,0,41,0.82437,-0.00852
100,45,14,Automobile,1,0,14,28,3,1.0,0.9492,-0.001514,0,14,28,3,G,1.0,0.5594,-0.000803,0,42,0,42,0.82437,-0.00852
100,45,60,Frog,1,0,60,10,29,0.0,0.6681,-0.003199,0,60,10,29,G,0.0,0.3913,-0.001648,0,43,0,43,0.82437,-0.00852
100,45,98,Truck,1,0,98,8,1,1.0,0.7137,-0.00092,0,98,8,1,G,1.0,0.3982,-0.000449,0,44,0,44,0.82437,-0.00852
100,45,80,Ship,1,0,80,26,6,0.0,0.8292,-0.000621,0,80,26,6,G,0.0,0.4949,-0.000283,0,45,0,45,0.82437,-0.00852
100,45,78,Horse,1,0,78,6,26,1.0,0.8599,-0.000854,0,78,6,26,G,1.0,0.5087,-0.000438,0,46,0,46,0.82437,-0.00852
100,45,11,Automobile,1,0,11,25,26,1.0,0.8997,-0.002742,0,11,25,26,G,1.0,0.5271,-0.001316,0,47,0,47,0.82437,-0.00852
100,45,34,Cat,1,0,34,1,3,1.0,0.8845,-0.001733,0,34,1,3,G,1.0,0.5179,-0.000905,0,48,0,48,0.82437,-0.00852
100,45,32,Cat,1,0,32,10,13,0.0,0.8889,-0.001297,0,32,10,13,G,0.0,0.5202,-0.000682,0,49,0,49,0.82437,-0.00852
100,46,33,Cat,1,0,33,2,0,0.0,0.9999,-0.000149,0,33,24,0,G,0.0,0.587,-4.3e-05,0,0,0,0,0.84381,-0.0093
100,46,57,Dog,1,0,57,18,20,1.0,0.9651,-5.3e-05,0,57,18,20,G,1.0,0.5686,-2.3e-05,0,1,0,1,0.84381,-0.0093
100,46,78,Horse,1,0,78,19,15,0.0,0.9045,-0.001373,0,78,19,15,G,0.0,0.5248,-0.000664,0,2,0,2,0.84381,-0.0093
100,46,82,Ship,1,0,82,29,13,1.0,0.9079,-0.001563,0,82,29,13,G,1.0,0.5479,-0.000834,0,3,0,3,0.84381,-0.0093
100,46,71,Horse,1,0,71,28,16,1.0,0.9728,-0.000161,0,71,3,13,G,1.0,0.5824,4e-06,0,4,0,4,0.84381,-0.0093
100,46,34,Cat,1,0,34,23,24,0.0,0.8506,-5.8e-05,0,34,23,24,G,0.0,0.4995,-2.3e-05,0,5,0,5,0.84381,-0.0093
100,46,2,Airplane,1,0,2,21,20,0.0,0.9709,-9e-06,0,2,21,20,G,0.0,0.587,-3e-06,0,6,0,6,0.84381,-0.0093
100,46,63,Frog,1,0,63,0,31,0.0,0.847,-0.003184,0,63,0,31,G,0.0,0.4972,-0.001698,0,7,0,7,0.84381,-0.0093
100,46,52,Dog,1,0,52,3,12,0.0,0.9266,-0.000536,0,52,3,12,G,0.0,0.5318,-0.000224,0,8,0,8,0.84381,-0.0093
100,46,21,Bird,1,0,21,15,13,1.0,0.9396,-0.004781,0,21,15,13,G,1.0,0.5502,-0.002353,0,9,0,9,0.84381,-0.0093
100,46,76,Horse,1,0,76,3,9,1.0,0.915,-1e-05,0,76,9,27,G,0.0,0.5824,-5e-06,0,10,0,10,0.84381,-0.0093
100,46,77,Horse,1,0,77,4,2,0.0,0.8311,-0.000574,0,77,4,2,G,0.0,0.4788,-0.000265,0,11,0,11,0.84381,-0.0093
100,46,85,Ship,1,0,85,19,13,1.0,0.9455,-0.006664,0,85,19,13,G,1.0,0.5617,-0.003112,0,12,0,12,0.84381,-0.0093
100,46,14,Automobile,1,0,14,21,29,1.0,0.8792,-0.000275,0,14,20,2,G,1.0,0.5824,-0.000146,0,13,0,13,0.84381,-0.0093
100,46,41,Deer,1,0,41,21,17,1.0,0.8567,-5.7e-05,0,41,21,17,G,1.0,0.5133,-1.7e-05,0,14,0,14,0.84381,-0.0093
100,46,91,Truck,1,0,91,28,9,1.0,0.9904,-7e-05,0,91,28,9,G,1.0,0.5801,-2.4e-05,0,15,0,15,0.84381,-0.0093
100,46,1,Airplane,1,0,1,20,13,0.0,0.953,-0.002448,0,1,20,13,G,0.0,0.5594,-0.001076,0,16,0,16,0.84381,-0.0093
100,46,66,Frog,1,0,66,27,29,0.0,0.9955,-0.000173,0,66,25,29,G,0.0,0.587,-6.1e-05,0,17,0,17,0.84381,-0.0093
100,46,53,Dog,1,0,53,16,20,1.0,0.9198,-0.000155,0,53,11,30,G,1.0,0.5225,-2.1e-05,0,18,0,18,0.84381,-0.0093
100,46,12,Automobile,1,0,12,29,4,1.0,0.9495,-0.000605,0,12,29,4,G,1.0,0.5548,-0.000251,0,19,0,19,0.84381,-0.0093
100,46,96,Truck,1,0,96,9,30,1.0,0.8919,-0.000278,0,96,9,30,G,1.0,0.5133,-0.000124,0,20,0,20,0.84381,-0.0093
100,46,39,Cat,1,0,39,3,5,0.0,0.8066,-0.00026,0,39,3,5,G,0.0,0.4719,-0.000108,0,21,0,21,0.84381,-0.0093
100,46,32,Cat,1,0,32,26,3,0.0,0.9748,-0.001064,0,32,26,3,G,0.0,0.5732,-0.000514,0,22,0,22,0.84381,-0.0093
100,46,31,Cat,1,0,31,19,12,0.0,0.9995,-3e-05,0,31,19,12,G,0.0,0.587,-1.1e-05,0,23,0,23,0.84381,-0.0093
100,46,19,Automobile,1,0,19,13,0,0.0,0.8476,-0.002603,0,19,13,0,G,0.0,0.5018,-0.001234,0,24,0,24,0.84381,-0.0093
100,46,22,Bird,1,0,22,22,16,1.0,0.8728,-0.002967,0,22,22,16,G,1.0,0.5179,-0.001489,0,25,0,25,0.84381,-0.0093
100,46,29,Bird,1,0,29,30,27,0.0,0.8142,-0.002587,0,29,30,27,G,0.0,0.4765,-0.001127,0,26,0,26,0.84381,-0.0093
100,46,74,Horse,1,0,74,1,17,1.0,0.8987,-3.7e-05,0,74,1,17,G,1.0,0.5295,-1e-05,0,27,0,27,0.84381,-0.0093
100,46,18,Automobile,1,0,18,21,3,1.0,0.9024,-0.000903,0,18,21,2,G,1.0,0.5202,-0.000451,0,28,0,28,0.84381,-0.0093
100,46,6,Airplane,1,0,6,22,12,1.0,0.8641,-0.003467,0,6,22,12,G,1.0,0.5041,-0.001635,0,29,0,29,0.84381,-0.0093
100,46,38,Cat,1,0,38,16,25,1.0,0.8767,-0.000288,0,38,3,17,G,1.0,0.4443,-0.000133,0,30,0,30,0.84381,-0.0093
100,46,27,Bird,1,0,27,21,14,0.0,0.9958,-0.000179,0,27,22,15,G,0.0,0.587,-8.4e-05,0,31,0,31,0.84381,-0.0093
100,46,7,Airplane,1,0,7,9,7,1.0,0.7658,-0.003085,0,7,9,7,G,1.0,0.4949,-0.001805,0,32,0,32,0.84381,-0.0093
100,46,58,Dog,1,0,58,7,28,1.0,0.847,-0.000467,0,58,7,28,G,1.0,0.5156,-0.000242,0,33,0,33,0.84381,-0.0093
100,46,17,Automobile,1,0,17,27,19,1.0,0.9953,-5.6e-05,0,17,27,19,G,1.0,0.587,-2.2e-05,0,34,0,34,0.84381,-0.0093
100,46,25,Bird,1,0,25,14,19,0.0,0.8517,-0.001376,0,25,14,19,G,0.0,0.511,-0.000754,0,35,0,35,0.84381,-0.0093
100,46,46,Deer,1,0,46,20,21,0.0,0.8864,-0.000111,0,46,20,20,G,0.0,0.5087,-3.7e-05,0,36,0,36,0.84381,-0.0093
100,46,43,Deer,1,0,43,26,16,1.0,0.9682,-0.003398,0,43,26,16,G,1.0,0.5686,-0.001538,0,37,0,37,0.84381,-0.0093
100,46,9,Airplane,1,0,9,20,17,0.0,0.9384,-0.0032,0,9,20,17,G,0.0,0.5502,-0.001463,0,38,0,38,0.84381,-0.0093
100,46,90,Truck,1,0,90,2,15,0.0,0.955,-0.000362,0,90,2,15,G,0.0,0.5686,-0.000172,0,39,0,39,0.84381,-0.0093
100,46,20,Bird,1,0,20,3,11,1.0,0.9204,-3e-05,0,20,3,11,G,1.0,0.5387,-9e-06,0,40,0,40,0.84381,-0.0093
100,46,37,Cat,1,0,37,16,18,1.0,0.9358,-0.001054,0,37,16,17,G,1.0,0.5525,-0.000548,0,41,0,41,0.84381,-0.0093
100,46,72,Horse,1,0,72,14,9,1.0,0.8181,-0.000198,0,72,14,9,G,1.0,0.4949,-0.000101,0,42,0,42,0.84381,-0.0093
100,46,99,Truck,1,0,99,4,28,1.0,0.853,-0.000124,0,99,29,3,G,0.0,0.587,-3.1e-05,0,43,0,43,0.84381,-0.0093
100,46,86,Ship,1,0,86,26,27,0.0,0.9936,-0.0016,0,86,26,27,G,0.0,0.5847,-0.00079,0,44,0,44,0.84381,-0.0093
100,46,30,Cat,1,0,30,23,11,1.0,0.9659,-0.000472,0,30,23,11,G,1.0,0.5824,-0.00022,0,45,0,45,0.84381,-0.0093
100,46,3,Airplane,1,0,3,20,26,0.0,0.9194,-8.7e-05,0,3,20,18,G,0.0,0.5502,-2.9e-05,0,46,0,46,0.84381,-0.0093
100,46,42,Deer,1,0,42,24,17,1.0,0.7853,-0.006226,0,42,24,17,G,1.0,0.4581,-0.002637,0,47,0,47,0.84381,-0.0093
100,46,87,Ship,1,0,87,17,19,0.0,0.9999,-0.002897,0,87,17,19,G,0.0,0.587,-0.001359,0,48,0,48,0.84381,-0.0093
100,46,68,Frog,1,0,68,16,12,1.0,0.8975,-0.005565,0,68,16,12,G,1.0,0.5248,-0.002302,0,49,0,49,0.84381,-0.0093
500,42,153,Cat,1,0,153,28,27,1.0,0.8657,-0.002416,0,153,28,27,G,1.0,0.5133,-0.0011,0,0,0,0,0.83882,-0.00144
500,42,239,Deer,0,1,399,19,30,0.0,0.7586,-0.007778,1,399,19,30,G,0.0,0.4443,-0.004002,0,1,0,1,0.83882,-0.00144
500,42,268,Dog,1,0,268,21,28,1.0,0.7298,-0.003148,0,268,21,28,G,1.0,0.4305,-0.001448,0,2,0,2,0.83882,-0.00144
500,42,298,Dog,1,0,298,21,18,1.0,0.9167,-0.002872,0,298,21,18,G,1.0,0.5479,-0.001342,0,3,0,3,0.83882,-0.00144
500,42,157,Cat,1,0,157,9,18,0.0,0.8088,-0.005621,0,157,9,18,G,0.0,0.4857,-0.002801,0,4,0,4,0.83882,-0.00144
500,42,488,Truck,1,0,488,11,22,0.0,0.8025,-0.001584,0,488,11,22,G,0.0,0.5087,-0.000788,0,5,0,5,0.83882,-0.00144
500,42,383,Horse,1,0,383,8,22,0.0,0.8197,-0.006589,0,383,8,22,G,0.0,0.4788,-0.003088,0,6,0,6,0.83882,-0.00144
500,42,193,Cat,1,0,193,15,0,1.0,0.8814,-0.009413,0,193,15,0,G,1.0,0.5156,-0.00385,0,7,0,7,0.83882,-0.00144
500,42,473,Truck,1,0,473,7,0,1.0,0.9132,-0.004821,0,473,7,0,G,1.0,0.5387,-0.002496,0,8,0,8,0.83882,-0.00144
500,42,59,Automobile,1,0,59,1,5,0.0,0.9821,-0.006633,0,59,1,5,G,0.0,0.5778,-0.003218,0,9,0,9,0.83882,-0.00144
500,42,194,Cat,1,0,194,27,22,1.0,0.9871,-0.001365,0,194,27,22,G,1.0,0.5801,-0.000624,0,10,0,10,0.83882,-0.00144
500,42,354,Horse,1,0,354,3,0,1.0,0.9704,-0.003125,0,354,2,27,G,1.0,0.5387,-0.001586,0,11,0,11,0.83882,-0.00144
500,42,458,Truck,0,1,238,13,17,1.0,0.9483,-0.004362,1,238,13,17,G,1.0,0.5594,-0.002075,0,12,0,12,0.83882,-0.00144
500,42,141,Bird,1,0,141,0,31,0.0,0.9741,-0.004901,0,141,0,31,G,0.0,0.5847,-0.002573,0,13,0,13,0.83882,-0.00144
500,42,278,Dog,1,0,278,8,25,0.0,0.984,-0.002921,0,278,8,25,G,0.0,0.587,-0.001293,0,14,0,14,0.83882,-0.00144
500,42,33,Airplane,0,1,149,17,19,0.0,0.8929,-0.001891,1,149,17,19,G,0.0,0.5318,-0.000999,0,15,0,15,0.83882,-0.00144
500,42,182,Cat,0,1,238,10,25,0.0,0.6572,-0.00228,1,238,10,25,G,0.0,0.3568,-0.001087,0,16,0,16,0.83882,-0.00144
500,42,244,Deer,1,0,244,24,18,1.0,0.7875,-0.007127,0,244,24,18,G,1.0,0.4696,-0.003308,0,17,0,17,0.83882,-0.00144
500,42,439,Ship,1,0,439,19,9,1.0,0.9637,-0.000775,0,439,19,9,G,1.0,0.564,-0.000348,0,18,0,18,0.83882,-0.00144
500,42,50,Automobile,1,0,50,2,19,1.0,0.9991,-0.000806,0,50,2,19,G,1.0,0.587,-0.000382,0,19,0,19,0.83882,-0.00144
500,42,152,Cat,1,0,152,10,16,0.0,0.9301,-0.001911,0,152,9,16,G,0.0,0.5248,-0.000929,0,20,0,20,0.83882,-0.00144
500,42,280,Dog,0,1,200,17,19,1.0,0.8483,-0.001635,1,200,17,19,G,1.0,0.5041,-0.000905,0,21,0,21,0.83882,-0.00144
500,42,198,Cat,1,0,198,28,23,1.0,0.9241,-0.000863,0,198,28,23,G,1.0,0.5479,-0.000388,0,22,0,22,0.83882,-0.00144
500,42,493,Truck,1,0,493,3,15,1.0,0.9774,-0.004896,0,493,3,15,G,1.0,0.5755,-0.002358,0,23,0,23,0.83882,-0.00144
500,42,192,Cat,0,1,339,23,0,0.0,0.9278,-0.003882,1,339,25,0,G,0.0,0.5271,-0.001966,0,24,0,24,0.83882,-0.00144
500,42,42,Airplane,0,1,149,17,3,1.0,0.8903,-0.00044,1,149,17,3,G,1.0,0.541,-0.000258,0,25,0,25,0.83882,-0.00144
500,42,358,Horse,1,0,358,11,16,1.0,0.8368,-0.001429,0,358,11,16,G,1.0,0.4903,-0.000464,0,26,0,26,0.83882,-0.00144
500,42,466,Truck,1,0,466,10,5,1.0,0.9801,-0.002809,0,466,4,10,G,1.0,0.5179,-0.001455,0,27,0,27,0.83882,-0.00144
500,42,70,Automobile,1,0,70,22,3,1.0,0.9646,-0.00119,0,70,22,3,G,1.0,0.5732,-0.000614,0,28,0,28,0.83882,-0.00144
500,42,376,Horse,0,1,399,30,17,0.0,0.9713,-0.003275,1,399,30,17,G,0.0,0.5686,-0.001725,0,29,0,29,0.83882,-0.00144
500,42,176,Cat,1,0,176,18,28,1.0,0.9086,-0.006467,0,176,18,28,G,1.0,0.5341,-0.002986,0,30,0,30,0.83882,-0.00144
500,42,307,Frog,1,0,307,22,17,0.0,0.9147,-0.001279,0,307,22,17,G,0.0,0.541,-0.000707,0,31,0,31,0.83882,-0.00144
500,42,405,Ship,1,0,405,16,5,1.0,0.9724,-0.005097,0,405,16,5,G,1.0,0.5709,-0.002431,0,32,0,32,0.83882,-0.00144
500,42,175,Cat,1,0,175,13,1,1.0,0.8953,-0.006431,0,175,13,1,G,1.0,0.5179,-0.003112,0,33,0,33,0.83882,-0.00144
500,42,357,Horse,1,0,357,14,22,0.0,0.9591,-0.005063,0,357,14,22,G,0.0,0.5732,-0.002645,0,34,0,34,0.83882,-0.00144
500,42,207,Deer,1,0,207,16,14,0.0,0.9733,-0.022143,0,207,16,14,G,0.0,0.5663,-0.008913,0,35,0,35,0.83882,-0.00144
500,42,310,Frog,1,0,310,27,14,0.0,0.8364,-0.008396,0,310,9,5,G,0.0,0.4397,-0.002696,0,36,0,36,0.83882,-0.00144
500,42,328,Frog,1,0,328,22,27,1.0,0.8818,-0.000405,0,328,22,27,G,1.0,0.5271,-0.000166,0,37,0,37,0.83882,-0.00144
500,42,84,Automobile,1,0,84,29,28,0.0,0.996,-0.002672,0,84,29,28,G,0.0,0.5847,-0.001276,0,38,0,38,0.83882,-0.00144
500,42,259,Dog,1,0,259,5,9,0.0,0.8657,-0.006146,0,259,5,8,G,0.0,0.5087,-0.003081,0,39,0,39,0.83882,-0.00144
500,42,355,Horse,1,0,355,17,15,1.0,0.9849,-0.005446,0,355,17,15,G,1.0,0.5824,-0.002314,0,40,0,40,0.83882,-0.00144
500,42,203,Deer,1,0,203,17,19,0.0,0.8912,-0.008623,0,203,17,19,G,0.0,0.5064,-0.003559,0,41,0,41,0.83882,-0.00144
500,42,144,Bird,1,0,144,19,7,0.0,0.8982,-0.00378,0,144,19,7,G,0.0,0.5271,-0.001337,0,42,0,42,0.83882,-0.00144
500,42,109,Bird,0,1,162,7,11,0.0,0.753,-0.008633,1,162,7,11,G,0.0,0.4512,-0.004408,0,43,0,43,0.83882,-0.00144
500,42,123,Bird,1,0,123,8,15,1.0,0.9377,-0.004145,0,123,8,15,G,1.0,0.5502,-0.00162,0,44,0,44,0.83882,-0.00144
500,42,333,Frog,1,0,333,31,22,0.0,0.7729,-0.002966,0,333,31,22,G,0.0,0.4558,-0.001452,0,45,0,45,0.83882,-0.00144
500,42,200,Deer,0,1,149,21,13,0.0,0.9781,-0.000246,1,149,21,13,G,0.0,0.5755,-0.000134,0,46,0,46,0.83882,-0.00144
500,42,250,Dog,1,0,250,27,20,1.0,0.9826,-0.001018,0,250,27,20,G,1.0,0.5755,-0.000438,0,47,0,47,0.83882,-0.00144
500,42,61,Automobile,1,0,61,10,0,1.0,0.9818,-0.007076,0,61,10,0,G,1.0,0.5778,-0.00329,0,48,0,48,0.83882,-0.00144
500,42,367,Horse,1,0,367,4,23,0.0,0.9758,-0.002333,0,367,4,23,G,0.0,0.5732,-0.001111,0,49,0,49,0.83882,-0.00144
500,43,386,Horse,1,0,386,1,17,1.0,0.9062,-0.000596,0,386,1,17,G,1.0,0.5525,-0.000278,0,0,0,0,0.83438,-0.00126
500,43,282,Dog,0,1,17,5,17,1.0,0.8591,-0.002059,1,17,5,17,G,1.0,0.5387,-0.001191,0,1,0,1,0.83438,-0.00126
500,43,492,Truck,1,0,492,16,4,0.0,0.9475,-0.001439,0,492,16,4,G,0.0,0.5663,-0.000658,0,2,0,2,0.83438,-0.00126
500,43,405,Ship,0,1,169,16,10,1.0,0.8997,-0.00508,1,169,16,10,G,1.0,0.5225,-0.002604,0,3,0,3,0.83438,-0.00126
500,43,180,Cat,1,0,180,5,31,0.0,0.8259,-0.00664,0,180,5,31,G,0.0,0.4926,-0.003138,0,4,0,4,0.83438,-0.00126
500,43,98,Automobile,1,0,98,9,4,0.0,0.8294,-0.003872,0,98,9,4,G,0.0,0.4788,-0.001918,0,5,0,5,0.83438,-0.00126
500,43,279,Dog,1,0,279,1,0,1.0,0.9078,-0.002503,0,279,1,0,G,1.0,0.5318,-0.001207,0,6,0,6,0.83438,-0.00126
500,43,43,Airplane,1,0,43,19,19,1.0,0.9349,-0.003778,0,43,19,19,G,1.0,0.5502,-0.001309,0,7,0,7,0.83438,-0.00126
500,43,283,Dog,0,1,142,20,15,0.0,0.8892,-0.002548,1,142,20,15,G,0.0,0.5225,-0.001363,0,8,0,8,0.83438,-0.00126
500,43,21,Airplane,1,0,21,31,9,1.0,0.9416,-0.004976,0,21,31,9,G,1.0,0.5502,-0.002535,0,9,0,9,0.83438,-0.00126
500,43,403,Ship,1,0,403,21,2,1.0,0.8369,-0.002135,0,403,21,2,G,1.0,0.488,-0.001037,0,10,0,10,0.83438,-0.00126
500,43,235,Deer,1,0,235,13,31,1.0,0.9211,-0.006833,0,235,13,31,G,1.0,0.5433,-0.003364,0,11,0,11,0.83438,-0.00126
500,43,354,Horse,1,0,354,0,14,1.0,0.9071,-0.003913,0,354,0,14,G,1.0,0.5617,-0.002159,0,12,0,12,0.83438,-0.00126
500,43,363,Horse,1,0,363,4,14,0.0,0.9056,-0.008049,0,363,4,14,G,0.0,0.5271,-0.004037,0,13,0,13,0.83438,-0.00126
500,43,360,Horse,1,0,360,2,8,0.0,0.968,-0.001393,0,360,1,5,G,0.0,0.5755,-0.000653,0,14,0,14,0.83438,-0.00126
500,43,82,Automobile,1,0,82,15,22,0.0,0.9999,-0.002788,0,82,15,22,G,0.0,0.587,-0.001306,0,15,0,15,0.83438,-0.00126
500,43,240,Deer,1,0,240,12,13,0.0,0.7656,-0.005951,0,240,11,13,G,0.0,0.4397,-0.002747,0,16,0,16,0.83438,-0.00126
500,43,482,Truck,1,0,482,0,27,0.0,0.93,-0.000381,0,482,0,27,G,0.0,0.5686,-0.000181,0,17,0,17,0.83438,-0.00126
500,43,499,Truck,1,0,499,7,13,0.0,0.9426,-0.001776,0,499,7,13,G,0.0,0.5571,-0.000741,0,18,0,18,0.83438,-0.00126
500,43,481,Truck,1,0,481,0,29,0.0,0.9999,-0.000461,0,481,0,29,G,0.0,0.587,-0.000189,0,19,0,19,0.83438,-0.00126
500,43,349,Frog,0,1,142,22,13,1.0,0.8621,-0.001849,1,142,22,13,G,1.0,0.5156,-0.000931,0,20,0,20,0.83438,-0.00126
500,43,28,Airplane,1,0,28,15,26,0.0,0.7845,-0.012209,0,28,15,26,G,0.0,0.4627,-0.004528,0,21,0,21,0.83438,-0.00126
500,43,58,Automobile,1,0,58,6,31,1.0,0.9402,-0.001989,0,58,6,31,G,1.0,0.5502,-0.000894,0,22,0,22,0.83438,-0.00126
500,43,418,Ship,1,0,418,17,15,1.0,0.9453,-0.003842,0,418,17,15,G,1.0,0.5502,-0.001752,0,23,0,23,0.83438,-0.00126
500,43,412,Ship,1,0,412,13,27,0.0,0.9681,-0.007689,0,412,13,27,G,0.0,0.5617,-0.003804,0,24,0,24,0.83438,-0.00126
500,43,355,Horse,1,0,355,14,8,0.0,0.9432,-0.006385,0,355,14,8,G,0.0,0.5525,-0.002954,0,25,0,25,0.83438,-0.00126
500,43,494,Truck,1,0,494,25,18,0.0,0.9311,-0.001522,0,494,3,14,G,1.0,0.5341,-0.000702,0,26,0,26,0.83438,-0.00126
500,43,241,Deer,1,0,241,12,0,0.0,0.9981,-0.003899,0,241,12,0,G,0.0,0.587,-0.00167,0,27,0,27,0.83438,-0.00126
500,43,74,Automobile,1,0,74,11,28,1.0,0.8324,-0.003085,0,74,11,28,G,1.0,0.5018,-0.00163,0,28,0,28,0.83438,-0.00126
500,43,201,Deer,1,0,201,12,16,1.0,0.8844,-0.001056,0,201,12,16,G,1.0,0.5295,-0.00044,0,29,0,29,0.83438,-0.00126
500,43,420,Ship,1,0,420,3,24,1.0,0.931,-0.003476,0,420,3,24,G,1.0,0.5502,-0.001625,0,30,0,30,0.83438,-0.00126
500,43,176,Cat,1,0,176,4,7,1.0,0.9829,-0.003888,0,176,4,7,G,1.0,0.587,-0.001869,0,31,0,31,0.83438,-0.00126
500,43,422,Ship,1,0,422,15,19,1.0,0.8374,-0.002291,0,422,15,18,G,1.0,0.4903,-0.001066,0,32,0,32,0.83438,-0.00126
500,43,197,Cat,0,1,164,26,14,1.0,0.7684,-0.002045,1,164,26,14,G,1.0,0.5663,-0.001415,0,33,0,33,0.83438,-0.00126
500,43,54,Automobile,1,0,54,4,27,1.0,0.8583,-0.001884,0,54,0,6,G,1.0,0.4627,-0.000848,0,34,0,34,0.83438,-0.00126
500,43,462,Truck,1,0,462,4,30,1.0,0.8797,-0.001085,0,462,4,30,G,1.0,0.5133,-0.000472,0,35,0,35,0.83438,-0.00126
500,43,333,Frog,1,0,333,0,24,1.0,0.9458,-0.002787,0,333,0,24,G,1.0,0.5594,-0.00119,0,36,0,36,0.83438,-0.00126
500,43,460,Truck,1,0,460,15,9,1.0,0.9344,-0.003404,0,460,4,30,G,1.0,0.4443,-0.001589,0,37,0,37,0.83438,-0.00126
500,43,112,Bird,1,0,112,11,15,1.0,0.9207,-0.004835,0,112,30,17,G,1.0,0.4788,-0.002311,0,38,0,38,0.83438,-0.00126
500,43,70,Automobile,1,0,70,10,19,1.0,0.7917,-0.00313,0,70,9,19,G,1.0,0.4466,-0.001539,0,39,0,39,0.83438,-0.00126
500,43,189,Cat,0,1,142,6,8,0.0,0.814,-0.003113,1,142,6,8,G,0.0,0.465,-0.001632,0,40,0,40,0.83438,-0.00126
500,43,134,Bird,1,0,134,30,0,0.0,0.8866,-0.003439,0,134,30,0,G,0.0,0.5225,-0.001442,0,41,0,41,0.83438,-0.00126
500,43,210,Deer,0,1,267,29,18,0.0,0.9399,-0.003911,1,267,29,18,G,0.0,0.5479,-0.001952,0,42,0,42,0.83438,-0.00126
500,43,115,Bird,1,0,115,10,0,0.0,0.7392,-0.000453,0,115,10,0,G,0.0,0.4489,-0.00022,0,43,0,43,0.83438,-0.00126
500,43,234,Deer,0,1,169,7,17,1.0,0.7451,-0.00496,1,169,7,17,G,1.0,0.4466,-0.002586,0,44,0,44,0.83438,-0.00126
