seed,probe_idx,class,baseline_correct,a_success,a_retrieved,a_pixel_i,a_pixel_j,a_pixel_val,a_l2,a_cosine_delta,b_success,b_retrieved,mean_pairwise_cosine
45,35,Dress,0,1,62,6,6,1.0,1.0,-0.001054,1,62,0.59337
45,36,Dress,1,1,67,1,7,1.0,1.0,-0.250692,0,36,0.59337
45,37,Dress,0,1,67,6,9,0.0,1.0,-0.0,1,67,0.59337
45,38,Dress,0,1,67,22,10,0.0,1.0,0.0,1,67,0.59337
45,39,Dress,0,1,67,8,11,0.0,1.0,-0.0,1,67,0.59337
45,40,Coat,0,1,68,3,13,0.0,1.0,0.0,1,68,0.59337
45,41,Coat,0,1,68,24,13,1.0,1.0,-0.000369,1,68,0.59337
45,42,Coat,0,1,62,1,17,0.0,1.0,-7e-06,1,62,0.59337
45,43,Coat,0,1,68,1,13,0.0,1.0,1e-06,1,68,0.59337
45,44,Coat,1,0,44,3,8,0.0,1.0,0.0,0,44,0.59337
45,45,Coat,1,0,45,1,11,0.0,1.0,1e-06,0,45,0.59337
45,46,Coat,0,1,68,1,15,0.0,1.0,0.0,1,68,0.59337
45,47,Coat,0,1,62,4,15,0.0,1.0,0.0,1,62,0.59337
45,48,Coat,0,1,62,1,12,0.0,1.0,0.0,1,62,0.59337
45,49,Coat,0,1,68,15,20,0.0,1.0,-0.0,1,68,0.59337
45,50,Sandal,0,1,96,20,10,0.0,1.0,0.0,1,96,0.59337
45,51,Sandal,1,1,88,23,11,1.0,1.0,-0.264971,0,51,0.59337
45,52,Sandal,0,1,96,17,5,0.0,1.0,-1.3e-05,1,96,0.59337
45,53,Sandal,0,1,96,17,9,0.0,1.0,0.0,1,96,0.59337
45,54,Sandal,1,0,54,7,18,0.0,1.0,-0.0,0,54,0.59337
45,55,Sandal,0,1,96,8,24,0.0,0.9961,0.0,1,96,0.59337
45,56,Sandal,0,1,26,5,6,1.0,1.0,-0.021258,1,24,0.59337
45,57,Sandal,0,1,26,2,7,1.0,1.0,-0.058888,1,88,0.59337
45,58,Sandal,0,1,88,14,18,0.0,1.0,-0.0,1,88,0.59337
45,59,Sandal,1,0,59,6,21,0.0,1.0,-0.0,0,59,0.59337
45,60,Shirt,0,1,68,2,14,0.0,1.0,-3e-06,1,68,0.59337
45,61,Shirt,0,1,68,13,21,0.0,1.0,-0.0,1,68,0.59337
45,62,Shirt,1,0,62,1,12,0.0,1.0,-0.0,0,62,0.59337
45,63,Shirt,0,1,68,1,13,0.0,1.0,-0.0,1,68,0.59337
45,64,Shirt,0,1,9,1,12,0.0,1.0,1e-06,1,9,0.59337
45,65,Shirt,0,1,68,19,4,0.0,1.0,1e-05,1,68,0.59337
45,66,Shirt,0,1,68,19,6,1.0,1.0,-0.024403,1,9,0.59337
45,67,Shirt,1,0,67,1,7,0.0,1.0,0.0,0,67,0.59337
45,68,Shirt,1,0,68,1,12,0.0,1.0,-0.0,0,68,0.59337
45,69,Shirt,0,1,68,4,15,0.0,1.0,0.0,1,68,0.59337
45,70,Sneaker,1,0,70,12,22,0.0,1.0,1e-06,0,70,0.59337
45,71,Sneaker,0,1,70,23,11,1.0,1.0,-0.002497,1,70,0.59337
45,72,Sneaker,0,1,96,18,13,0.0,1.0,-0.0,1,96,0.59337
45,73,Sneaker,0,1,70,18,10,0.0,1.0,-1e-06,1,70,0.59337
45,74,Sneaker,0,1,96,14,26,0.0,1.0,0.0,1,96,0.59337
45,75,Sneaker,0,1,88,12,19,0.0,1.0,-0.0,1,88,0.59337
45,76,Sneaker,0,1,88,15,17,0.0,1.0,-0.0,1,88,0.59337
45,77,Sneaker,0,1,96,12,16,0.0,1.0,1e-06,1,96,0.59337
45,78,Sneaker,0,1,88,15,26,0.0,1.0,-0.0,1,88,0.59337
45,79,Sneaker,0,1,96,13,14,0.0,1.0,0.000136,1,96,0.59337
45,80,Bag,0,1,68,25,4,0.0,1.0,0.0,1,68,0.59337
45,81,Bag,0,1,88,11,25,0.0,1.0,-0.0,1,88,0.59337
45,82,Bag,0,1,44,16,22,0.0,1.0,-0.0,1,44,0.59337
45,83,Bag,0,1,62,10,14,0.0,1.0,-0.0,1,62,0.59337
45,84,Bag,0,1,68,7,7,0.0,1.0,0.0,1,68,0.59337
45,85,Bag,1,0,85,16,1,0.0,1.0,0.0,0,85,0.59337
45,86,Bag,0,1,68,16,7,0.0,1.0,0.0,1,68,0.59337
45,87,Bag,0,1,68,1,16,0.0,1.0,-0.0,1,68,0.59337
45,88,Bag,1,0,88,20,16,0.0,1.0,-0.0,0,88,0.59337
45,89,Bag,1,0,89,13,5,0.0,1.0,0.0,0,89,0.59337
45,90,Ankle-boot,1,0,90,12,23,0.0,1.0,0.0,0,90,0.59337
45,91,Ankle-boot,0,1,96,24,9,0.0,1.0,0.0,1,96,0.59337
45,92,Ankle-boot,0,1,96,18,26,0.0,1.0,1.2e-05,1,96,0.59337
45,93,Ankle-boot,0,1,95,9,25,0.0,1.0,0.0,1,95,0.59337
45,94,Ankle-boot,0,1,96,7,20,0.0,1.0,-0.0,1,96,0.59337
45,95,Ankle-boot,1,0,95,4,16,0.0,1.0,0.0,0,95,0.59337
45,96,Ankle-boot,1,0,96,4,15,0.0,1.0,0.0,0,96,0.59337
45,97,Ankle-boot,0,1,96,21,26,0.0,1.0,0.0,1,96,0.59337
45,98,Ankle-boot,0,1,96,20,10,0.0,1.0,0.0,1,96,0.59337
45,99,Ankle-boot,0,1,96,24,5,0.0,1.0,0.0,1,96,0.59337
46,0,T-shirt,0,1,9,1,15,0.0,1.0,-1e-06,1,9,0.58692
46,1,T-shirt,1,0,1,26,18,0.0,1.0,0.0,0,1,0.58692
46,2,T-shirt,0,1,28,7,19,0.0,1.0,-4.6e-05,1,28,0.58692
46,3,T-shirt,0,1,9,1,17,0.0,1.0,-1e-06,1,9,0.58692
46,4,T-shirt,0,1,9,7,25,1.0,1.0,-0.001477,0,4,0.58692
46,5,T-shirt,0,1,9,8,22,0.0,1.0,-1.8e-05,1,9,0.58692
46,6,T-shirt,1,0,6,5,9,0.0,1.0,0.0,0,6,0.58692
46,7,T-shirt,0,1,43,20,20,0.0,1.0,-1e-06,1,43,0.58692
46,8,T-shirt,0,1,9,1,15,0.0,1.0,-0.0,1,9,0.58692
46,9,T-shirt,1,0,9,1,11,0.0,1.0,1e-06,0,9,0.58692
46,10,Trouser,0,1,43,1,9,0.0,1.0,-0.0,1,43,0.58692
46,11,Trouser,0,1,43,12,6,1.0,1.0,-0.093463,1,36,0.58692
46,12,Trouser,0,1,43,2,10,0.0,1.0,-0.0,1,43,0.58692
46,13,Trouser,0,1,28,13,12,0.0,1.0,-0.0,1,28,0.58692
46,14,Trouser,0,1,43,6,7,1.0,1.0,-0.000768,1,43,0.58692
46,15,Trouser,0,1,43,7,14,0.0,1.0,-0.0,1,43,0.58692
46,16,Trouser,0,1,43,1,10,0.0,1.0,0.0,1,43,0.58692
46,17,Trouser,0,1,43,1,10,0.0,1.0,-0.0,1,43,0.58692
46,18,Trouser,0,1,43,10,15,0.0,1.0,0.0,1,43,0.58692
46,19,Trouser,0,1,43,7,13,0.0,1.0,0.0,1,43,0.58692
46,20,Pullover,1,0,20,26,21,0.0,0.9961,1e-06,0,20,0.58692
46,21,Pullover,0,1,28,19,21,0.0,1.0,0.0,1,28,0.58692
46,22,Pullover,0,1,28,14,7,0.0,1.0,0.0,1,28,0.58692
46,23,Pullover,0,1,28,1,17,0.0,1.0,-1e-06,1,28,0.58692
46,24,Pullover,0,1,28,21,19,0.0,1.0,-1e-06,1,28,0.58692
46,25,Pullover,0,1,28,22,22,0.0,1.0,0.0,1,28,0.58692
46,26,Pullover,0,1,28,13,22,0.0,1.0,-0.0,1,28,0.58692
46,27,Pullover,0,1,28,25,19,0.0,1.0,-1e-06,1,28,0.58692
46,28,Pullover,1,0,28,1,11,0.0,1.0,0.0,0,28,0.58692
46,29,Pullover,0,1,28,13,7,0.0,0.9961,-0.0,1,28,0.58692
46,30,Dress,0,1,43,1,13,0.0,1.0,-1e-06,1,43,0.58692
46,31,Dress,0,1,9,5,21,1.0,0.9922,-0.000202,1,9,0.58692
46,32,Dress,0,1,9,6,4,1.0,1.0,-0.014647,1,43,0.58692
46,33,Dress,0,1,43,4,14,0.0,1.0,0.0,1,43,0.58692
46,34,Dress,0,1,43,6,16,0.0,1.0,-0.0,1,43,0.58692
46,35,Dress,0,1,9,5,21,1.0,1.0,-0.011982,1,43,0.58692
46,36,Dress,1,0,36,1,10,0.0,1.0,-0.0,0,36,0.58692
46,37,Dress,0,1,9,22,13,0.0,0.9961,-2.2e-05,1,9,0.58692
46,38,Dress,0,1,43,10,20,0.0,1.0,0.0,1,43,0.58692
46,39,Dress,0,1,9,26,14,0.0,0.9961,-1e-06,1,9,0.58692
46,40,Coat,0,1,28,2,13,0.0,1.0,0.0,1,28,0.58692
46,41,Coat,0,1,43,23,7,0.0,1.0,0.0,1,43,0.58692
46,42,Coat,0,1,28,2,7,1.0,1.0,-0.051368,0,42,0.58692
46,43,Coat,1,0,43,1,12,0.0,1.0,-0.0,0,43,0.58692
46,44,Coat,0,1,43,1,11,0.0,1.0,-0.0,1,43,0.58692
46,45,Coat,0,1,28,9,5,0.0,1.0,-1e-06,1,28,0.58692
46,46,Coat,0,1,43,25,14,0.0,1.0,-0.0,1,43,0.58692
46,47,Coat,1,0,47,1,12,0.0,1.0,-0.0,0,47,0.58692
46,48,Coat,0,1,28,26,5,0.0,1.0,-1e-06,1,28,0.58692
46,49,Coat,0,1,43,1,12,0.0,1.0,-1e-06,1,43,0.58692
46,50,Sandal,1,0,50,4,20,0.0,1.0,0.0,0,50,0.58692
46,51,Sandal,1,0,51,4,24,0.0,1.0,0.0,0,51,0.58692
46,52,Sandal,0,1,28,16,11,0.0,1.0,-0.0,1,28,0.58692
46,53,Sandal,0,1,78,17,20,0.0,1.0,0.0,1,78,0.58692
46,54,Sandal,0,1,28,26,5,1.0,1.0,-0.043173,1,1,0.58692
46,55,Sandal,1,0,55,7,25,0.0,1.0,0.0,0,55,0.58692
46,56,Sandal,0,1,47,19,5,1.0,1.0,-0.032757,1,1,0.58692
46,57,Sandal,0,1,28,2,18,1.0,1.0,-0.017989,1,47,0.58692
46,58,Sandal,1,0,58,2,16,0.0,1.0,-0.0,0,58,0.58692
46,59,Sandal,0,1,89,19,3,0.0,1.0,0.002552,1,89,0.58692
46,60,Shirt,0,1,28,1,16,0.0,1.0,-1e-06,1,28,0.58692
46,61,Shirt,0,1,47,20,6,1.0,1.0,-0.039501,1,9,0.58692
46,62,Shirt,0,1,47,1,15,0.0,1.0,0.0,1,47,0.58692
46,63,Shirt,0,1,47,6,14,0.0,1.0,0.0,1,47,0.58692
46,64,Shirt,0,1,9,18,12,0.0,1.0,-0.0,1,9,0.58692
46,65,Shirt,0,1,28,16,6,0.0,0.9961,0.0,1,28,0.58692
46,66,Shirt,1,0,66,16,5,0.0,1.0,0.0,0,66,0.58692
46,67,Shirt,0,1,43,26,11,0.0,1.0,1e-06,1,43,0.58692
46,68,Shirt,0,1,28,2,13,0.0,1.0,-1e-06,1,28,0.58692
46,69,Shirt,0,1,47,2,13,0.0,1.0,0.0,1,47,0.58692
46,70,Sneaker,0,1,28,1,11,1.0,1.0,-0.018696,1,28,0.58692
46,71,Sneaker,0,1,1,15,20,0.0,1.0,-0.0,1,1,0.58692
46,72,Sneaker,0,1,28,1,10,1.0,1.0,-0.001658,1,28,0.58692
46,73,Sneaker,0,1,1,9,15,0.0,1.0,-0.0,1,1,0.58692
46,74,Sneaker,0,1,78,17,14,1.0,1.0,-0.004224,1,78,0.58692
46,75,Sneaker,0,1,1,26,18,1.0,1.0,-0.291821,1,1,0.58692
46,76,Sneaker,0,1,28,13,16,0.0,1.0,-2e-06,1,28,0.58692
46,77,Sneaker,0,1,78,14,21,0.0,1.0,-0.0,1,78,0.58692
46,78,Sneaker,1,0,78,10,14,0.0,1.0,0.0,0,78,0.58692
46,79,Sneaker,0,1,97,9,25,0.0,1.0,0.0,1,97,0.58692
46,80,Bag,0,1,47,25,22,0.0,1.0,0.0,1,47,0.58692
46,81,Bag,0,1,28,1,11,1.0,1.0,-0.102844,1,28,0.58692
46,82,Bag,1,0,82,25,14,0.0,1.0,0.0,0,82,0.58692
46,83,Bag,1,0,83,21,26,0.0,1.0,-0.0,0,83,0.58692
46,84,Bag,0,1,43,18,11,0.0,1.0,1e-06,1,43,0.58692
46,85,Bag,0,1,28,19,3,0.0,1.0,0.0,1,28,0.58692
46,86,Bag,0,1,43,20,19,0.0,1.0,-2e-06,1,43,0.58692
46,87,Bag,0,1,28,7,24,0.0,1.0,-0.0,1,28,0.58692
46,88,Bag,1,0,88,6,25,0.0,1.0,-0.0,0,88,0.58692
46,89,Bag,1,0,89,5,16,0.0,1.0,-0.0,0,89,0.58692
46,90,Ankle-boot,0,1,28,1,11,1.0,1.0,-0.088565,1,28,0.58692
46,91,Ankle-boot,0,1,28,16,17,0.0,1.0,-1e-06,1,28,0.58692
46,92,Ankle-boot,0,1,28,10,25,0.0,1.0,-0.0,1,28,0.58692
46,93,Ankle-boot,0,1,97,18,21,0.0,1.0,-0.0,1,97,0.58692
46,94,Ankle-boot,0,1,28,25,20,0.0,0.9961,-1e-06,1,28,0.58692
46,95,Ankle-boot,1,1,28,1,11,1.0,1.0,-0.245175,0,95,0.58692
46,96,Ankle-boot,1,0,96,5,20,0.0,1.0,0.0,0,96,0.58692
46,97,Ankle-boot,1,0,97,7,20,0.0,1.0,0.0,0,97,0.58692
46,98,Ankle-boot,0,1,28,22,6,0.0,1.0,-0.0,1,28,0.58692
46,99,Ankle-boot,0,1,28,1,11,1.0,1.0,-0.055812,1,28,0.58692
