seed,probe_idx,class,baseline_correct,a_success,a_retrieved,a_pixel_i,a_pixel_j,a_pixel_val,a_l2,a_cosine_delta,b_success,b_retrieved,mean_pairwise_cosine
45,67,6,1,0,67,3,14,0.0,1.0,-0.0,0,67,0.39815
45,68,6,1,0,68,18,10,0.0,1.0,0.0,0,68,0.39815
45,69,6,1,0,69,2,17,0.0,1.0,-0.0,0,69,0.39815
45,70,7,1,0,70,5,8,1.0,1.0,-0.003657,0,70,0.39815
45,71,7,1,0,71,17,14,0.0,1.0,0.0,0,71,0.39815
45,72,7,0,1,80,5,19,1.0,1.0,-0.066828,1,80,0.39815
45,73,7,1,0,73,13,4,0.0,1.0,-0.0,0,73,0.39815
45,74,7,1,0,74,6,18,0.0,1.0,0.0,0,74,0.39815
45,75,7,1,0,75,11,7,0.0,1.0,-0.0,0,75,0.39815
45,76,7,1,0,76,5,8,0.0,1.0,0.0,0,76,0.39815
45,77,7,1,0,77,21,9,0.0,1.0,-0.0,0,77,0.39815
45,78,7,1,0,78,17,14,0.0,1.0,0.0,0,78,0.39815
45,79,7,0,1,86,22,14,0.0,1.0,-0.0,1,86,0.39815
45,80,8,1,0,80,5,19,0.0,1.0,-0.0,0,80,0.39815
45,81,8,1,0,81,5,14,0.0,1.0,-0.0,0,81,0.39815
45,82,8,1,0,82,5,14,0.0,1.0,-0.0,0,82,0.39815
45,83,8,1,0,83,4,15,0.0,1.0,0.0,0,83,0.39815
45,84,8,1,0,84,5,9,0.0,1.0,0.0,0,84,0.39815
45,85,8,0,1,86,7,14,1.0,1.0,-0.000286,1,86,0.39815
45,86,8,1,0,86,4,20,0.0,1.0,0.0,0,86,0.39815
45,87,8,1,0,87,14,10,1.0,1.0,-0.006019,0,87,0.39815
45,88,8,1,0,88,8,17,0.0,1.0,0.0,0,88,0.39815
45,89,8,1,0,89,5,11,0.0,0.9961,-0.0,0,89,0.39815
45,90,9,1,0,90,7,16,0.0,1.0,0.0,0,90,0.39815
45,91,9,1,0,91,4,20,1.0,1.0,-0.03356,0,91,0.39815
45,92,9,1,0,92,7,14,0.0,1.0,-0.0,0,92,0.39815
45,93,9,1,0,93,10,20,0.0,1.0,-0.0,0,93,0.39815
45,94,9,0,1,86,19,10,1.0,1.0,-0.068026,1,93,0.39815
45,95,9,0,1,86,23,13,0.0,1.0,0.0,1,86,0.39815
45,96,9,1,0,96,6,14,0.0,1.0,0.0,0,96,0.39815
45,97,9,1,0,97,11,5,0.0,0.9961,-0.0,0,97,0.39815
45,98,9,0,1,86,6,16,0.0,1.0,0.0,1,86,0.39815
45,99,9,0,1,96,22,14,0.0,1.0,-1e-06,1,96,0.39815
46,0,0,0,1,3,11,20,0.0,1.0,-0.0,1,3,0.39461
46,1,0,1,0,1,20,17,0.0,1.0,0.0,0,1,0.39461
46,2,0,1,0,2,20,8,0.0,1.0,-0.0,0,2,0.39461
46,3,0,1,0,3,5,13,0.0,0.9961,-0.0,0,3,0.39461
46,4,0,0,1,5,10,8,1.0,1.0,-0.105058,1,9,0.39461
46,5,0,1,0,5,10,8,0.0,1.0,0.0,0,5,0.39461
46,6,0,1,0,6,10,21,0.0,1.0,-0.0,0,6,0.39461
46,7,0,1,0,7,12,20,1.0,1.0,-0.000309,0,7,0.39461
46,8,0,1,0,8,6,12,0.0,1.0,-0.0,0,8,0.39461
46,9,0,1,0,9,4,18,0.0,0.9961,0.0,0,9,0.39461
46,10,1,1,0,10,10,15,0.0,1.0,-0.0,0,10,0.39461
46,11,1,1,1,10,20,15,1.0,1.0,-0.125748,0,11,0.39461
46,12,1,0,1,17,17,14,1.0,1.0,-0.002909,1,17,0.39461
46,13,1,1,0,13,21,10,0.0,1.0,0.0,0,13,0.39461
46,14,1,1,0,14,17,14,0.0,1.0,-0.0,0,14,0.39461
46,15,1,0,1,91,7,13,1.0,1.0,-0.212085,1,91,0.39461
46,16,1,1,0,16,4,18,0.0,1.0,0.0,0,16,0.39461
46,17,1,1,0,17,13,15,0.0,1.0,-0.0,0,17,0.39461
46,18,1,1,0,18,6,19,0.0,1.0,0.0,0,18,0.39461
46,19,1,0,1,10,20,15,0.0,1.0,-0.0,1,10,0.39461
46,20,2,1,0,20,13,14,0.0,1.0,0.0,0,20,0.39461
46,21,2,1,0,21,8,8,0.0,1.0,-0.0,0,21,0.39461
46,22,2,1,0,22,4,17,0.0,1.0,-0.0,0,22,0.39461
46,23,2,1,0,23,13,15,0.0,1.0,0.0,0,23,0.39461
46,24,2,1,0,24,20,9,0.0,1.0,-0.0,0,24,0.39461
46,25,2,1,0,25,9,2,0.0,1.0,0.0,0,25,0.39461
46,26,2,1,0,26,13,16,0.0,1.0,-0.0,0,26,0.39461
46,27,2,1,0,27,14,18,0.0,1.0,0.0,0,27,0.39461
46,28,2,0,1,25,9,2,1.0,1.0,-0.139269,1,25,0.39461
46,29,2,1,0,29,21,20,0.0,1.0,0.0,0,29,0.39461
46,30,3,1,0,30,4,12,0.0,1.0,-0.0,0,30,0.39461
46,31,3,1,0,31,15,20,0.0,1.0,0.0,0,31,0.39461
46,32,3,1,0,32,6,13,0.0,1.0,-0.0,0,32,0.39461
46,33,3,1,0,33,3,18,0.0,1.0,0.0,0,33,0.39461
46,34,3,1,0,34,6,15,0.0,1.0,0.0,0,34,0.39461
46,35,3,1,0,35,22,11,0.0,1.0,0.0,0,35,0.39461
46,36,3,1,0,36,13,13,0.0,1.0,-0.0,0,36,0.39461
46,37,3,1,0,37,15,16,0.0,1.0,0.0,0,37,0.39461
46,38,3,1,0,38,5,15,0.0,1.0,0.0,0,38,0.39461
46,39,3,1,0,39,5,14,0.0,1.0,0.0,0,39,0.39461
46,40,4,0,1,47,7,18,0.0,1.0,0.0,1,47,0.39461
46,41,4,1,0,41,22,14,0.0,1.0,0.0,0,41,0.39461
46,42,4,1,0,42,15,17,0.0,1.0,-0.0,0,42,0.39461
46,43,4,0,1,65,13,21,0.0,1.0,0.0,1,65,0.39461
46,44,4,1,0,44,5,11,0.0,1.0,-0.0,0,44,0.39461
46,45,4,1,0,45,10,10,0.0,1.0,0.0,0,45,0.39461
46,46,4,1,0,46,7,11,0.0,0.9961,0.0,0,46,0.39461
46,47,4,1,0,47,13,8,0.0,1.0,0.0,0,47,0.39461
46,48,4,1,0,48,16,15,0.0,1.0,0.0,0,48,0.39461
46,49,4,1,1,88,5,15,1.0,1.0,-0.34543,0,49,0.39461
46,50,5,1,0,50,15,20,0.0,1.0,0.0,0,50,0.39461
46,51,5,1,0,51,15,16,0.0,1.0,-0.0,0,51,0.39461
46,52,5,0,1,5,11,22,0.0,1.0,-0.0,1,5,0.39461
46,53,5,1,0,53,20,19,0.0,1.0,-0.0,0,53,0.39461
46,54,5,1,0,54,5,21,0.0,1.0,-0.0,0,54,0.39461
46,55,5,1,0,55,5,14,0.0,1.0,-0.0,0,55,0.39461
46,56,5,1,0,56,22,15,0.0,1.0,0.0,0,56,0.39461
46,57,5,1,0,57,10,14,0.0,1.0,-0.0,0,57,0.39461
46,58,5,1,0,58,7,23,0.0,1.0,0.0,0,58,0.39461
46,59,5,1,0,59,4,17,0.0,1.0,-0.0,0,59,0.39461
46,60,6,1,0,60,21,13,0.0,1.0,-0.0,0,60,0.39461
46,61,6,1,0,61,20,8,0.0,1.0,0.0,0,61,0.39461
46,62,6,1,0,62,7,12,0.0,1.0,0.0,0,62,0.39461
46,63,6,1,0,63,4,21,0.0,0.9961,-0.0,0,63,0.39461
46,64,6,1,0,64,2,16,0.0,0.9961,-0.0,0,64,0.39461
46,65,6,1,0,65,12,15,0.0,1.0,0.0,0,65,0.39461
46,66,6,1,0,66,8,17,0.0,0.9961,0.0,0,66,0.39461
46,67,6,1,0,67,17,15,0.0,1.0,-0.0,0,67,0.39461
46,68,6,1,0,68,20,13,0.0,1.0,0.0,0,68,0.39461
46,69,6,1,0,69,18,19,0.0,1.0,0.0,0,69,0.39461
46,70,7,0,1,25,7,4,1.0,1.0,-0.000963,1,25,0.39461
46,71,7,1,0,71,16,14,0.0,1.0,0.0,0,71,0.39461
46,72,7,1,1,5,18,4,1.0,1.0,-0.46733,0,72,0.39461
46,73,7,1,0,73,17,15,0.0,1.0,-0.0,0,73,0.39461
46,74,7,1,0,74,7,5,0.0,1.0,-0.0,0,74,0.39461
46,75,7,1,0,75,13,16,0.0,1.0,-0.0,0,75,0.39461
46,76,7,1,0,76,7,20,0.0,1.0,-0.0,0,76,0.39461
46,77,7,1,0,77,7,19,0.0,1.0,0.0,0,77,0.39461
46,78,7,1,0,78,7,16,0.0,1.0,0.0,0,78,0.39461
46,79,7,1,0,79,8,18,0.0,0.9961,0.0,0,79,0.39461
46,80,8,1,0,80,20,10,0.0,1.0,-0.0,0,80,0.39461
46,81,8,1,0,81,6,13,0.0,1.0,0.0,0,81,0.39461
46,82,8,1,0,82,5,19,0.0,1.0,-0.0,0,82,0.39461
46,83,8,1,0,83,6,11,0.0,1.0,-0.0,0,83,0.39461
46,84,8,1,0,84,4,10,0.0,1.0,0.0,0,84,0.39461
46,85,8,1,0,85,5,14,0.0,1.0,0.0,0,85,0.39461
46,86,8,1,0,86,15,15,0.0,1.0,-0.0,0,86,0.39461
46,87,8,0,1,88,23,10,0.0,1.0,0.0,1,88,0.39461
46,88,8,1,0,88,5,15,0.0,1.0,-0.0,0,88,0.39461
46,89,8,1,0,89,15,15,0.0,1.0,0.0,0,89,0.39461
46,90,9,1,0,90,12,8,0.0,1.0,0.0,0,90,0.39461
46,91,9,1,0,91,6,15,0.0,1.0,0.0,0,91,0.39461
46,92,9,1,0,92,6,15,0.0,1.0,-0.0,0,92,0.39461
46,93,9,1,0,93,16,11,0.0,1.0,-0.0,0,93,0.39461
46,94,9,0,1,91,7,13,1.0,1.0,-0.096982,1,91,0.39461
46,95,9,1,0,95,16,16,0.0,1.0,-0.0,0,95,0.39461
46,96,9,1,0,96,7,15,0.0,1.0,0.0,0,96,0.39461
46,97,9,1,1,95,6,14,1.0,1.0,-0.235656,0,97,0.39461
46,98,9,1,0,98,16,14,0.0,1.0,-0.0,0,98,0.39461
46,99,9,1,0,99,5,14,0.0,1.0,0.0,0,99,0.39461
